step,train_loss,train_bpc,avg_val_loss,avg_val_bpc
119,5.802954196929932,8.37189324241661,,
120,5.7959208488464355,8.361746266015704,,
121,5.834004878997803,8.416689907452147,,
122,5.854015827178955,8.445559603156582,,
123,5.851454734802246,8.441864727885445,,
124,5.759200572967529,8.308770106105131,,
125,5.843620777130127,8.430562716001345,,
126,5.942297458648682,8.572923075079544,,
127,5.871215343475342,8.470373260023068,,
128,5.829130172729492,8.409657192893066,,
129,5.7806267738342285,8.33968157984061,,
130,5.821952819824219,8.399302461449917,,
131,5.795653820037842,8.361361024877771,,
132,5.8359856605529785,8.419547571178883,,
133,5.858173847198486,8.451558358018676,,
134,5.82487678527832,8.40352085191028,,
135,5.817543029785156,8.3929404792292,,
136,5.769742488861084,8.323978875886231,,
137,5.750751972198486,8.296581351673183,,
138,5.762494087219238,8.313521642783169,,
139,5.752333641052246,8.298863217484831,,
140,5.790855407714844,8.354438379215242,,
141,5.816718101501465,8.39175035928523,,
142,5.8421173095703125,8.428393670808664,,
143,5.743916988372803,8.286720554403313,,
144,5.829360485076904,8.409989463374533,,
145,5.76458740234375,8.31654165813232,,
146,5.797503471374512,8.364029507688558,,
147,5.770724296569824,8.325395324998738,,
148,5.844664096832275,8.432067908161697,,
149,5.823643684387207,8.401741863369756,,
150,5.7683000564575195,8.321897885810792,,
151,5.834129333496094,8.416869457339647,,
152,5.779155254364014,8.337558625998359,,
153,5.797172546386719,8.363552083849763,,
154,5.814372539520264,8.388366428646853,,
155,5.779926300048828,8.33867100978414,,
156,5.76323127746582,8.314585183496105,,
157,5.784839153289795,8.345758758791497,,
158,5.822841167449951,8.400584076164147,,
159,5.79676628112793,8.362965966975624,,
160,5.791456699371338,8.355305859706194,,
161,5.79308557510376,8.357655830647584,,
162,5.7757368087768555,8.332626851502217,,
163,5.832027435302734,8.413837059239635,,
164,5.699376583099365,8.22246233259614,,
165,5.783609390258789,8.343984585765197,,
166,5.800459861755371,8.368294677429956,,
167,5.837686538696289,8.422001419641393,,
168,5.8495588302612305,8.439129515806123,,
169,5.882289886474609,8.486350448288222,,
170,5.754302978515625,8.301704370877085,,
171,5.777017593383789,8.334474633103087,,
172,5.787046432495117,8.348943189554873,,
173,5.83771276473999,8.422039255824584,,
174,5.775834083557129,8.33276718934532,,
175,5.771930694580078,8.32713578942547,,
176,5.805434226989746,8.37547116948516,,
177,5.73200798034668,8.269539487582119,,
178,5.805280685424805,8.375249655830848,,
179,5.743716239929199,8.28643093561926,,
180,5.778529167175293,8.336655373116027,,
181,5.758940696716309,8.308395183926251,,
182,5.806453704833984,8.37694196511534,,
183,5.7002854347229,8.223773528326317,,
184,5.793158531188965,8.357761084029912,,
185,5.807600975036621,8.378597126147243,,
186,5.720661640167236,8.253170178872995,,
187,5.857794761657715,8.451011453188933,,
188,5.752730369567871,8.299435575746902,,
189,5.710515975952148,8.238533079423364,,
190,5.732527732849121,8.27028933193988,,
191,5.833461761474609,8.415906354494817,,
192,5.792339324951172,8.356579219253183,,
193,5.812934875488281,8.386292317877448,,
194,5.771816253662109,8.32697068608064,,
195,5.709521293640137,8.237098056184564,,
196,5.735258102416992,8.274228422575241,,
197,5.746809005737305,8.290892853513244,,
198,5.779335975646973,8.337819351697068,,
199,5.722809791564941,8.256269306241544,,
200,5.756643295288086,8.305080734278823,5.789490127563477,8.35246869631144
201,5.7433366775512695,8.285883342858913,,
202,5.81441068649292,8.38842146309513,,
203,5.740607738494873,8.281946316015361,,
204,5.770918369293213,8.325675312754342,,
205,5.742011547088623,8.28397158371192,,
206,5.729896545410156,8.266493330870036,,
207,5.799455642700195,8.366845895579088,,
208,5.7584404945373535,8.30767354472323,,
209,5.798372268676758,8.365282917248047,,
210,5.797843933105469,8.364520690139424,,
211,5.829170227050781,8.409714979063756,,
212,5.7019500732421875,8.226175094062965,,
213,5.819353103637695,8.395551863799902,,
214,5.833685398101807,8.416228993947835,,
215,5.768487930297852,8.322168930468552,,
216,5.743188858032227,8.285670084371842,,
217,5.724652290344238,8.25892747009328,,
218,5.646089553833008,8.14558539972986,,
219,5.731956958770752,8.269465879007548,,
220,5.743488311767578,8.28610210479081,,
221,5.712906837463379,8.241982363469068,,
222,5.7427778244018555,8.285077088191667,,
223,5.752707481384277,8.299402555077936,,
224,5.694670677185059,8.21567314547068,,
225,5.62516975402832,8.115404508295248,,
226,5.776812553405762,8.334178822943603,,
227,5.674729347229004,8.18690388763435,,
228,5.648909568786621,8.14965382131867,,
229,5.647273540496826,8.14729353141823,,
230,5.699061393737793,8.222007610467259,,
231,5.745978832244873,8.289695166332635,,
232,5.6903767585754395,8.2094783303866,,
233,5.695908546447754,8.217459013317239,,
234,5.722664833068848,8.256060175338094,,
235,5.739019393920898,8.279654819175265,,
236,5.721306800842285,8.254100948979465,,
237,5.671097755432129,8.181664608158464,,
238,5.707748889923096,8.234541018131535,,
239,5.7001166343688965,8.223530000892696,,
240,5.712508678436279,8.241407941415186,,
241,5.631249904632568,8.124176311419856,,
242,5.717282772064209,8.24829550261694,,
243,5.611887454986572,8.096242201336114,,
244,5.74098014831543,8.282483589816657,,
245,5.714343070983887,8.244054410446664,,
246,5.734414100646973,8.273010785407132,,
247,5.6138200759887695,8.099030384071902,,
248,5.6598052978515625,8.165373035607532,,
249,5.677721977233887,8.191221340101608,,
250,5.754580497741699,8.302104746488292,,
251,5.6605143547058105,8.166395988414864,,
252,5.680400848388672,8.195086134231797,,
253,5.711416244506836,8.23983189240268,,
254,5.6999053955078125,8.223225247635368,,
255,5.772675514221191,8.32821033702806,,
256,5.611250400543213,8.095323126049903,,
257,5.674321174621582,8.186315019037794,,
258,5.666820526123047,8.175493870645507,,
259,5.682497024536133,8.198110277164568,,
260,5.670551776885986,8.180876927617513,,
261,5.665311813354492,8.173317258216187,,
262,5.654999732971191,8.15844007098595,,
263,5.628113746643066,8.119651791840957,,
264,5.634190559387207,8.128418779451339,,
265,5.606123924255371,8.087927184132198,,
266,5.560394287109375,8.021953263400018,,
267,5.744930267333984,8.288182406935647,,
268,5.768241882324219,8.32181395827717,,
269,5.652000427246094,8.154112987490242,,
270,5.652202606201172,8.154404670066105,,
271,5.625868320465088,8.116412326629304,,
272,5.598180770874023,8.076467636139908,,
273,5.6427154541015625,8.140717602779839,,
274,5.594122886657715,8.070613346704539,,
275,5.54110050201416,7.994118215323175,,
276,5.612717628479004,8.097439888516723,,
277,5.684756278991699,8.201369692363722,,
278,5.704166412353516,8.229372595507808,,
279,5.644810676574707,8.143740369851404,,
280,5.52330207824707,7.968440517618754,,
281,5.649075031280518,8.149892533238068,,
282,5.595431804656982,8.072501716211011,,
283,5.633644104003906,8.127630410979783,,
284,5.635249137878418,8.129945985391,,
285,5.617129802703857,8.103805310390456,,
286,5.661796569824219,8.168245833807545,,
287,5.5770063400268555,8.045919389763053,,
288,5.768683433532715,8.322450982015965,,
289,5.5510125160217285,8.008418228777115,,
290,5.665496826171875,8.173584175290326,,
291,5.595975875854492,8.07328664502955,,
292,5.685455322265625,8.20237819862838,,
293,5.613628387451172,8.098753835969314,,
294,5.6126861572265625,8.097394485096896,,
295,5.6850152015686035,8.201743238681395,,
296,5.654010772705078,8.157013302914393,,
297,5.567870140075684,8.032738639400927,,
298,5.52401876449585,7.9694744773157415,,
299,5.65533447265625,8.158922998269572,,
300,5.58234977722168,8.053628340105327,,
301,5.596712589263916,8.074349497811882,,
302,5.612257480621338,8.096776035484393,,
303,5.569101333618164,8.034514876219038,,
304,5.597964286804199,8.076155315645941,,
305,5.529760360717773,7.977757849711898,,
306,5.625734329223633,8.116219018129735,,
307,5.513554096221924,7.9543771522924,,
308,5.571976184844971,8.038662409827246,,
309,5.488966464996338,7.918904698656041,,
310,5.6355509757995605,8.130381445462985,,
311,5.590120792388916,8.064839545149772,,
312,5.529836654663086,7.97786791860845,,
313,5.681982517242432,8.197368000043445,,
314,5.531435966491699,7.980175237852425,,
315,5.506365776062012,7.944006598445373,,
316,5.525729656219482,7.971942772320924,,
317,5.556658744812012,8.016564015052582,,
318,5.637503623962402,8.133198521284118,,
319,5.542455673217773,7.996073314098183,,
320,5.654890537261963,8.15828253487776,,
321,5.564741134643555,8.02822443878108,,
322,5.539949417114258,7.992457550846443,,
323,5.512621879577637,7.953032247962653,,
324,5.529333114624023,7.977141463891205,,
325,5.470399856567383,7.89211874474946,,
326,5.651001453399658,8.152671772876012,,
327,5.518896102905273,7.962084038842865,,
328,5.470839500427246,7.892753016765842,,
329,5.589784145355225,8.064353866143735,,
330,5.557438850402832,8.017689469519828,,
331,5.546454429626465,8.001842300138724,,
332,5.561866283416748,8.024076905172873,,
333,5.545919418334961,8.001070442001653,,
334,5.597145080566406,8.074973450869212,,
335,5.564929962158203,8.028496859300047,,
336,5.554956436157227,8.01410810279826,,
337,5.55286169052124,8.011086023657299,,
338,5.514316558837891,7.955477153327319,,
339,5.527435302734375,7.974403500089469,,
340,5.5531816482543945,8.011547625092215,,
341,5.428203582763672,7.831242389788853,,
342,5.5669050216674805,8.031346267859542,,
343,5.52293062210083,7.967904619678666,,
344,5.409066200256348,7.803632982949941,,
345,5.516866207122803,7.959155518263973,,
346,5.537858009338379,7.989440287219706,,
347,5.555510520935059,8.01490747815947,,
348,5.456259250640869,7.871718162704114,,
349,5.460631370544434,7.878025798407158,,
350,5.50381326675415,7.940324105925098,,
351,5.477782249450684,7.902769286352092,,
352,5.455771446228027,7.871014409696783,,
353,5.536938667297363,7.988113957016252,,
354,5.558913230895996,8.019816550945698,,
355,5.493751525878906,7.925808082261674,,
356,5.477750301361084,7.902723195001661,,
357,5.528972148895264,7.976620700424393,,
358,5.513955116271973,7.954955701929903,,
359,5.528279781341553,7.975621825188181,,
360,5.427396297454834,7.830077723277211,,
361,5.567056655883789,8.03156502979144,,
362,5.5238776206970215,7.96927084985712,,
363,5.476335048675537,7.900681416970618,,
364,5.513256549835205,7.953947883595847,,
365,5.568869590759277,8.03418054194576,,
366,5.5171966552734375,7.959632254172164,,
367,5.460378170013428,7.877660507256725,,
368,5.5356855392456055,7.986306075390383,,
369,5.4735941886901855,7.89672719186198,,
370,5.467944145202637,7.888575902141686,,
371,5.538227081298828,7.989972745506778,,
372,5.480738639831543,7.9070344560934895,,
373,5.5011444091796875,7.936473758337582,,
374,5.531085014343262,7.979668920928285,,
375,5.455806732177734,7.871065316561438,,
376,5.563590049743652,8.026563774304348,,
377,5.4264373779296875,7.82869429483367,,
378,5.394839286804199,7.783107885465371,,
379,5.54716157913208,8.002862501223643,,
380,5.450072288513184,7.862792263124334,,
381,5.4350762367248535,7.841157533576396,,
382,5.525361061096191,7.971411001964456,,
383,5.482884407043457,7.91013014380902,,
384,5.5015082359313965,7.936998649388015,,
385,5.523585319519043,7.968849148397204,,
386,5.475034713745117,7.898805430215006,,
387,5.338691234588623,7.702103368978384,,
388,5.464399337768555,7.88346182603563,,
389,5.430598735809326,7.834697865209989,,
390,5.430619239807129,7.834727446225937,,
391,5.578968524932861,8.048750224196255,,
392,5.436479568481445,7.843182113342353,,
393,5.488933086395264,7.918856543513799,,
394,5.503320217132568,7.93961278568113,,
395,5.38259220123291,7.765439075846329,,
396,5.454272270202637,7.868851555879533,,
397,5.521152019500732,7.9653386385277924,,
398,5.394338607788086,7.782385558331747,,
399,5.4104084968566895,7.805569507598657,,
400,5.44591760635376,7.856798323776464,5.466851043701172,7.886998890026335
401,5.439877510070801,7.848084306822547,,
402,5.475611686706543,7.899637826245182,,
403,5.443572521209717,7.8534150810686905,,
404,5.422845363616943,7.823512113597872,,
405,5.4629364013671875,7.881351254944241,,
406,5.404844284057617,7.797542045386985,,
407,5.353849411010742,7.723971994931496,,
408,5.449108123779297,7.861401267444156,,
409,5.457799434661865,7.873940178553261,,
410,5.452816009521484,7.866750615816592,,
411,5.513506889343262,7.954309047162659,,
412,5.426713943481445,7.8290932945836715,,
413,5.428849220275879,7.832173847825927,,
414,5.422701835632324,7.823305046486233,,
415,5.403679847717285,7.795862118853356,,
416,5.352564811706543,7.722118709885798,,
417,5.542140960693359,7.9956192798999055,,
418,5.358277320861816,7.730360118515144,,
419,5.366649627685547,7.742438804050541,,
420,5.428680896759033,7.831931008322909,,
421,5.394115924835205,7.782064294739935,,
422,5.388916969299316,7.774563787370506,,
423,5.400964736938477,7.791945041997305,,
424,5.399991989135742,7.790541663566264,,
425,5.502889633178711,7.938991584346214,,
426,5.430235862731934,7.834174350020763,,
427,5.474140167236328,7.897514872402931,,
428,5.484529495239258,7.912503504390927,,
429,5.3285369873046875,7.68745388677789,,
430,5.403224945068359,7.795205833057664,,
431,5.342156410217285,7.707102560673665,,
432,5.469585418701172,7.890943759278765,,
433,5.284587860107422,7.624048698918997,,
434,5.396677017211914,7.7857591700110715,,
435,5.395094871520996,7.78347661626882,,
436,5.4838056564331055,7.911459225734888,,
437,5.364501953125,7.7393403646125964,,
438,5.279317378997803,7.61644500195905,,
439,5.336935043334961,7.699569720565873,,
440,5.385901927947998,7.7702140021648844,,
441,5.358441352844238,7.730596766642731,,
442,5.398591041564941,7.788520523453325,,
443,5.365191459655762,7.7403351122651864,,
444,5.387765884399414,7.772903122893775,,
445,5.321633338928223,7.677494027501123,,
446,5.389734268188477,7.775742900424822,,
447,5.296401023864746,7.641091491688898,,
448,5.441468238830566,7.85037924331566,,
449,5.428029537200928,7.830991295118594,,
450,5.3691935539245605,7.746108913819953,,
451,5.28595495223999,7.626020995959092,,
452,5.391861438751221,7.7788117588468175,,
453,5.379924774169922,7.761590792050623,,
454,5.432079792022705,7.836834577664309,,
455,5.373863220214844,7.7528458182195505,,
456,5.337874889373779,7.7009256317852754,,
457,5.265938758850098,7.597143733018019,,
458,5.373287200927734,7.752014798050582,,
459,5.336286544799805,7.69863413494518,,
460,5.4180908203125,7.81665275755086,,
461,5.2892889976501465,7.630831006738423,,
462,5.489083290100098,7.919073241653886,,
463,5.335546970367432,7.697567154579227,,
464,5.301976203918457,7.649134776304449,,
465,5.55198860168457,8.00982642272238,,
466,5.376582622528076,7.756769086451033,,
467,5.412356376647949,7.808379704113755,,
468,5.286377906799316,7.6266311904043524,,
469,5.317405700683594,7.671394834770925,,
470,5.347970008850098,7.715489810590942,,
471,5.362496376037598,7.73644692849448,,
472,5.418570041656494,7.817344127807329,,
473,5.435727596282959,7.84209724678071,,
474,5.350157737731934,7.718646036199576,,
475,5.376688003540039,7.756921119114396,,
476,5.287984848022461,7.6289495165379835,,
477,5.372224807739258,7.750482088666092,,
478,5.383383274078369,7.766580352717455,,
479,5.339261054992676,7.702925446049509,,
480,5.340736389160156,7.705053903336586,,
481,5.297874450683594,7.643217197253562,,
482,5.346734046936035,7.713706694466796,,
483,5.3260698318481445,7.683894533835634,,
484,5.278064727783203,7.614637808263784,,
485,5.335149765014648,7.696994108386552,,
486,5.3590312004089355,7.7314477367992005,,
487,5.4074811935424805,7.801346301624069,,
488,5.350922107696533,7.719748788956909,,
489,5.356386184692383,7.727631785741856,,
490,5.307412147521973,7.656977185183794,,
491,5.326271057128906,7.68418484055029,,
492,5.361883640289307,7.735562937669045,,
493,5.392855644226074,7.780246094155014,,
494,5.333533763885498,7.694662711571456,,
495,5.32264518737793,7.678953816241647,,
496,5.277499675750732,7.613822610498694,,
497,5.37252140045166,7.750909981501439,,
498,5.338544845581055,7.701892174283125,,
499,5.333286762237549,7.694306363518868,,
500,5.2837066650390625,7.622777403163819,,
501,5.343905448913574,7.709625890127124,,
502,5.3694891929626465,7.746535430794093,,
503,5.273988246917725,7.6087566895348795,,
504,5.375647068023682,7.755419366607062,,
505,5.236557960510254,7.554756200955768,,
506,5.395639419555664,7.784262233017961,,
507,5.251830101013184,7.576789242323104,,
508,5.213039875030518,7.520826775662949,,
509,5.310809135437012,7.66187800280278,,
510,5.413177490234375,7.809564320612898,,
511,5.420928955078125,7.820747320502601,,
512,5.21061897277832,7.517334151989227,,
513,5.317773818969727,7.671925917196789,,
514,5.353268146514893,7.723133407525888,,
515,5.335140228271484,7.696980349774483,,
516,5.4047746658325195,7.797441607518881,,
517,5.206259250640869,7.511044402481873,,
518,5.326596260070801,7.684654009221844,,
519,5.302703857421875,7.650184558405316,,
520,5.261281490325928,7.590424714814111,,
521,5.222099781036377,7.533897457128523,,
522,5.374210357666016,7.7533466316988635,,
523,5.307446479797363,7.657026716187242,,
524,5.1843132972717285,7.479383084388633,,
525,5.193549633026123,7.492708300177484,,
526,5.374576568603516,7.753874962402314,,
527,5.185649871826172,7.481311353870107,,
528,5.318735599517822,7.67331347322395,,
529,5.377214431762695,7.757680594500606,,
530,5.368152618408203,7.744607161312619,,
531,5.3214874267578125,7.677283520736467,,
532,5.346166610717773,7.71288805704869,,
533,5.319934844970703,7.67504361869163,,
534,5.343111038208008,7.708479797741774,,
535,5.31719970703125,7.671097648750234,,
536,5.164806365966797,7.451240531332047,,
537,5.263728618621826,7.593955174671023,,
538,5.230485916137695,7.54599609265142,,
539,5.307808876037598,7.657549543445865,,
540,5.384132385253906,7.7676610916954765,,
541,5.283722877502441,7.622800792804337,,
542,5.308603286743164,7.658695635831215,,
543,5.306996822357178,7.656377997628188,,
544,5.242890357971191,7.5638919193696,,
545,5.193009376525879,7.491928874803773,,
546,5.38149356842041,7.7638540837359775,,
547,5.189497947692871,7.4868629538399585,,
548,5.356442451477051,7.727712961553063,,
549,5.2567644119262695,7.583907948207617,,
550,5.291625022888184,7.63420117876473,,
551,5.351734161376953,7.720920334774586,,
552,5.3079423904418945,7.657742164014832,,
553,5.251755714416504,7.576681925148965,,
554,5.171941757202148,7.461534724882091,,
555,5.375065326690674,7.754580091270851,,
556,5.338486671447754,7.701808246749504,,
557,5.22544002532959,7.538716411005699,,
558,5.202644348144531,7.505829200577109,,
559,5.201615810394287,7.504345334265465,,
560,5.235075950622559,7.552618112640241,,
561,5.196498870849609,7.49696315095983,,
562,5.261726379394531,7.5910665540671305,,
563,5.183370590209961,7.47802304558561,,
564,5.21742582321167,7.527154361353494,,
565,5.25870418548584,7.586706449902457,,
566,5.343000888824463,7.708320885772377,,
567,5.310181617736816,7.6609726861286385,,
568,5.343381404876709,7.708869854393931,,
569,5.332688331604004,7.693443010611537,,
570,5.258576393127441,7.586522084500732,,
571,5.25618839263916,7.583076928038648,,
572,5.231602668762207,7.547607226124702,,
573,5.270819664001465,7.604185390674946,,
574,5.296135425567627,7.640708314342776,,
575,5.268927574157715,7.601455682040451,,
576,5.202603816986084,7.505770726475816,,
577,5.233899116516113,7.550920299910924,,
578,5.206849098205566,7.511895372638342,,
579,5.224964618682861,7.538030544194058,,
580,5.30840539932251,7.658410144630783,,
581,5.216007232666016,7.525107767808226,,
582,5.146977424621582,7.425518806069005,,
583,5.310433387756348,7.66133591348726,,
584,5.148939609527588,7.428349640502207,,
585,5.1479082107543945,7.426861646606942,,
586,5.209185600280762,7.515266232595253,,
587,5.235610008239746,7.553388594916107,,
588,5.32921028137207,7.688425244789963,,
589,5.236912727355957,7.555268021324736,,
590,5.200575351715088,7.502844269688734,,
591,5.238247394561768,7.557193539083795,,
592,5.172763824462891,7.462720717242441,,
593,5.2577972412109375,7.585398005894692,,
594,5.256892681121826,7.584093001539946,,
595,5.182281970977783,7.476452500017931,,
596,5.154034614562988,7.435700179000083,,
597,5.181707859039307,7.475624231571376,,
598,5.231714725494385,7.547768889816513,,
599,5.216853618621826,7.526328844629353,,
600,5.273953437805176,7.608706470600827,5.265273666381836,7.596184207412325
601,5.163451194763184,7.449285432557039,,
602,5.1938652992248535,7.493163710236969,,
603,5.215787887573242,7.524791319730639,,
604,5.162318229675293,7.447650909443238,,
605,5.236519813537598,7.554701166507492,,
606,5.151941299438477,7.432680163650932,,
607,5.16183614730835,7.446955411603149,,
608,5.213531494140625,7.521536032115108,,
609,5.140569686889648,7.416274394619827,,
610,5.217357635498047,7.5270559872772,,
611,5.160513877868652,7.445047780039779,,
612,5.210214614868164,7.516750786837501,,
613,5.180404186248779,7.47374342930154,,
614,5.155533790588379,7.437863032817334,,
615,5.175409317016602,7.466537356230388,,
616,5.234837532043457,7.552274147338516,,
617,5.195110321044922,7.4949598970425795,,
618,5.324117660522461,7.681078145945104,,
619,5.192070007324219,7.490573651514975,,
620,5.181371688842773,7.475139240495943,,
621,5.213520050048828,7.5215195217806246,,
622,5.224066734313965,7.536735170867759,,
623,5.25489616394043,7.581212636103295,,
624,5.164379119873047,7.450624145511354,,
625,5.284553527832031,7.6239991679155485,,
626,5.173759937286377,7.464157804273051,,
627,5.233843803405762,7.550840499960923,,
628,5.115499496459961,7.380105755212775,,
629,5.184922695159912,7.480262259699844,,
630,5.107244491577148,7.3681963006058275,,
631,5.151843547821045,7.4325391378772245,,
632,5.142580032348633,7.419174710043978,,
633,5.168431282043457,7.456470179779483,,
634,5.224979400634766,7.538051870042765,,
635,5.2291364669799805,7.544049249043653,,
636,5.206766128540039,7.511775672713342,,
637,5.164798736572266,7.451229524442391,,
638,5.260302543640137,7.589012393285225,,
639,5.102077960968018,7.360742572517434,,
640,5.161980628967285,7.447163854575995,,
641,5.281801223754883,7.620028432472428,,
642,5.096181869506836,7.352236310605759,,
643,5.095259189605713,7.350905164888081,,
644,5.033369064331055,7.261616588074335,,
645,5.206695079803467,7.5116731710534275,,
646,5.13332986831665,7.405829544267627,,
647,5.100984573364258,7.359165147643719,,
648,5.20244026184082,7.505534766278832,,
649,5.168126583099365,7.456030592123878,,
650,5.26117467880249,7.590270618358938,,
651,5.114856719970703,7.379178424759323,,
652,5.16003942489624,7.4443632890893445,,
653,5.269313335418701,7.602012217898643,,
654,5.164335250854492,7.450560855895837,,
655,5.097915172576904,7.354736938349304,,
656,5.231441497802734,7.5473747055807365,,
657,5.121399879455566,7.388618208499881,,
658,5.336482524871826,7.698916874423198,,
659,5.185984134674072,7.481793593223126,,
660,5.166274070739746,7.45335798172947,,
661,5.217020034790039,7.526568932409957,,
662,5.124591827392578,7.393223215959384,,
663,5.203725814819336,7.507389427185736,,
664,5.210762023925781,7.517540531170263,,
665,5.2072014808654785,7.512403753354293,,
666,5.167816162109375,7.455582749301031,,
667,5.18414306640625,7.4791374931632015,,
668,5.154635429382324,7.436566971560432,,
669,5.163527488708496,7.449395501453591,,
670,5.205406665802002,7.509814382562902,,
671,5.02869987487793,7.25488037160534,,
672,5.1552324295043945,7.4374282606759525,,
673,5.105867385864258,7.36620955702306,,
674,5.167139053344727,7.454605887844131,,
675,5.130064964294434,7.401119283425797,,
676,5.083413124084473,7.333814904906542,,
677,5.176297187805176,7.467818283014014,,
678,5.116771697998047,7.381941154062783,,
679,5.216407775878906,7.5256856295151255,,
680,5.184654235839844,7.479874954770101,,
681,5.149384021759033,7.428990791824623,,
682,5.177698135375977,7.469839423126954,,
683,5.272740364074707,7.606956375145647,,
684,5.188711166381836,7.485727868344264,,
685,5.142416000366211,7.418938061916391,,
686,5.1005964279174805,7.358605172132511,,
687,5.166585922241211,7.4538078883441266,,
688,5.106441497802734,7.367037825469616,,
689,5.141781806945801,7.418023114213801,,
